!起始函號	!大正藏	!永樂北	!永樂北函	!乾隆	!乾隆函	!經名	!作譯者	!卷數
						金剛經略疏	明 元賢述	1
						金剛經略談	明 觀衡撰	1
	1701	1622	(農)	1568	(漠)	金剛般若經疏論纂要	唐 宗密述　宋 子璿治定	2
						金剛經破空論	明 智旭造論	1
						金剛經淺解	清 翁春．王錫琯 解釋	1
						金剛經如是解	清 無是道人註解	1
						金剛經如是經義	清 行敏述	2
						金剛經闡說	清 存吾闡說	2
						金剛經釋	明 真可撰	1
						金剛經石注	清 石成金撰集	1
						金剛經受持感應錄		2
						金剛疏科釋	元 徐行善科	1
						金剛經統論	明 林兆恩撰	1
						金剛經心印疏	清 溥畹述	2
						金剛新眼疏經偈合釋	清 通理述	2
						金剛經新異錄	明 王起隆輯著	1
						金剛經演古	清 寂燄述	1
	1699					金剛般若疏	隋 吉藏撰	4
						金剛經易解	清 謝承謨註釋	2
						金剛經音釋直解	明 圓杲解註	1
						金剛經郢說	清 徐發詮次	1
	1700					金剛般若經[(夫*夫)/貝]述	唐 窺基撰	2
						金剛經宗通	明 曾鳳儀宗通	7
	1702	1623	(農)	1569	(漠)	金剛經纂要刊定記	宋 子璿錄	7
						金剛經正解	清 龔穊綵註	2
						金剛經正眼	明 大韻筆記	1
						金剛經直說	清 [這-言+亦]刪鷲著	1
						金剛經註	東晉 僧肇注	1
						金剛經註	宋 道川頌並著語	3
						金剛經注	清 俞樾註	2
						金剛經註講	清 行敏述	2
						金剛經註解	明 洪蓮編	4
						金剛經注解	清 孚佑帝君註解	1
						金剛經註解鐵鋑[金*舀]	明 屠根註	2
						金剛經註疏	唐 慧淨註	3
						金剛經註正訛	清 仲之屏彙纂	1
						金剛經義	宋 可觀注	1
						金剛經四十二分說	宋 張無盡述	1
	1227	1042	(止)	1043	(止)	大威力烏樞瑟摩明王經	唐 阿質達霰譯	3
	1033	1041	(止)	1042	(止)	金剛恐怖集會方廣軌儀觀自在菩薩三世最勝心明王經	唐 不空譯	1
						金剛禮	遼 通理集	1
	1138a					金剛祕密善門陀羅尼咒經	失譯	1
	1138b	0365	(罔)	0366	(罔)	金剛祕密善門陀羅尼經	失譯	1
	0864B					胎藏金剛教法名號	唐 義操集	2
	0238	0012	(翔)	0012	(翔)	金剛能斷般若波羅蜜經	隋 笈多譯	1
	1272	1053	(思)	1054	(思)	金剛薩埵說頻那夜迦天成就儀軌經	宋 法賢譯	4
						金剛三昧	清 淨挺著	1
	0644	0408	(信)	0409	(信)	佛說金剛三昧本性清淨不壞不滅經	失譯	1
	0273	0424	(難)	0425	(難)	金剛三昧經	失譯	1
	1730					金剛三昧經論	新羅 元曉述	3
						金剛三昧經通宗記	清 [言*(上/小)]震述	12
						金剛三昧經注解	明 圓澄註	4
	1344	0368	(罔)	0369	(罔)	金剛上味陀羅尼經	元魏 佛陀扇多譯	1
	1199	1424	(鍾)	1425	(鍾)	金剛手光明灌頂經最勝立印聖無動尊大威怒王念誦儀軌法品	唐 不空譯	1
	1129	1025	(淵)	1026	(淵)	佛說金剛手菩薩降伏一切部多大教王經	宋 法天譯	3
	1134B					金剛壽命陀羅尼經	唐 不空譯	1
	1134A					金剛壽命陀羅尼經法	唐 不空譯	1
	1133	1383	(杜)	1384	(杜)	金剛壽命陀羅尼念誦法	唐 不空譯	1
	1224					金剛童子持念經		1
	1132	1401	(槁)	1402	(槁)	金剛王菩薩祕密念誦儀軌	唐 不空譯	1
	1512					金剛仙論	世親菩薩造　金剛仙論師釋　元魏 菩提流支譯	10
	1170	1052	(思)	1053	(思)	佛說金剛香菩薩大明成就儀軌經	宋 施護譯	3
	1220					金剛藥叉瞋怒王息災大威神驗念誦儀軌	唐 金剛智譯	1
	1642	1295	(星)	1296	(星)	金剛針論	法稱菩薩造　宋 法天譯	1
						金光明懺法補助儀	宋 遵式集 明 智旭重治	1
	1945	1504	(輔)	1573	(馳)	金光明懺法補助儀	宋 遵式集	1
	0663	0123	(化)	0123	(化)	金光明經	北涼 曇無讖譯	4
						金光明經懺悔滅罪經傳	北涼 曇無讖譯	1
						金光明經科註	明 受汰集	4
						金光明經神咒		1
	1787					金光明經疏	隋 吉藏撰	1
	1785	1544	(盟)	1506	(磻)	金光明經文句	隋 智顗說　灌頂錄	6
						金光明經文句科	明 明得排定	1
	1786	1545	(盟何)	1507	(溪)	金光明經文句記	宋 知禮述	6
	1786-in					金光明經文句文句記	隋 智顗說　唐 灌頂錄　宋 知禮述　明 明得會	8
						金光明經文句新記	宋 從義撰	7
	1783	1540	(會)	1500	(碑)	金光明經玄義	隋 智顗說　灌頂錄	2
						金光明經玄義科	明 明得排定	1
	1784	1541	(會)	1501	(碑)	金光明經玄義拾遺記	宋 知禮述	6
						金光明經玄義順正記	宋 從義撰	3
						金光明經照解	宋 宗曉述	2
	1946	1508	(輔)	1577	(馳)	金光明最勝懺儀	宋 知禮集	1
	0665	0122	(場)	0122	(場)	金光明最勝王經	唐 義淨譯	10
						金光明最勝王經大辯才天女品	唐 義淨譯	1
						金光明最勝王經如意寶珠品	唐 義淨譯	1
	1788					金光明最勝王經疏	唐 慧沼撰	6
	0548					佛說金光王童子經	宋 法賢譯	1
	1289					佛說金毘羅童子威德經	唐 不空譯	1
	2137	1292	(疑)	1293	(疑)	金七十論	陳 真諦譯	3
	1269					佛說金色迦那[金*本]底陀羅尼經	唐 金剛智譯	1
	0550					金色童子因緣經	宋 惟淨等譯	12
	0162	0385	(短)	0386	(短)	金色王經	東魏 瞿曇般若流支譯	1
	1414	0935	(夙)	0936	(夙)	佛說金身陀羅尼經	宋 施護譯	1
						金胎兩界師資相承	唐 海雲集	1
						胎金兩界血脈	唐 造玄增補	1
	0546	0783	(力)	0784	(力)	佛說金耀童子經	宋 天息災譯	1
						金園集	宋 遵式述　慧觀重編	3
						錦江禪燈	清 通醉輯	20
						錦江禪燈目錄	清 通醉輯	1
	0798	0685	(敬)	0686	(敬)	佛說進學經	劉宋 沮渠京聲譯	1
				1669	(見機)	御錄經海一滴	清 世宗御錄	20
						經律戒相布薩軌儀	明 如馨纂要	1
	2121	1465	(經-相)	1465	(經-相)	經律異相	梁 寶唱等集	50
	2076	1516	(合濟弱)	1584	(譽丹青)	景德傳燈錄	宋 道原纂	30
	2143					景教三威蒙度讚		1
						景祐法寶錄	宋 呂夷簡編修	21
						景祐天竺字源	宋 惟淨等撰	7
				1592	(郡)	警世	宋 延壽撰	1
						淨慈慧暉禪師語錄	(弟子) 明總 下語寄言、了廣 編	6
						淨慈要語	明 元賢述	2
						淨度三昧經		1
	0512	0727	(當)	0728	(當)	佛說淨飯王般涅槃經	劉宋 沮渠京聲譯	1
	0929					淨[王*留]璃淨土摽		1
	1780					淨名玄論	隋 吉藏造	8
						淨土必求	清 古崑集	1
						淨土晨鐘	清 周克復纂	10
						淨土承恩集	清 芳慧編	1
						淨土紺珠	清 德真輯	1
	1972					淨土或問	元 天如則著	1
						淨土極信錄	清 戒香述	1
						淨土簡要錄	明 道衍編	1
						淨土警語	清 行策著	1
	1971	1579	(起)	1605-t1	(野)	淨土境觀要門	元 懷則述	1
						淨土救生船詩	清 寬量集	1
						淨土決	明 李贄集	1
	1963					淨土論	唐 迦才撰	3
						淨土全書	清 俞行敏重輯	2
						淨土三論		1
						答四十八問	明 袾宏著	1
						淨土隨學	清 古崑編	2
						淨土神珠	清 古崑集	1
	1975					淨土生無生論	明 傳燈撰	1
						淨土生無生論會集	清 達默集	1
						淨土生無生論親聞記	明 受教記	2
						淨土生無生論註	明 正寂註	1
						淨土聖賢錄	清 彭希涑述	9
						淨土聖賢錄續編	清 胡[王*延]述	4
						淨土十要	明 成時(評點節要)	10
	1961	1566	(刑)	1480	(轂)	淨土十疑論	隋 智顗說	1
	2071					淨土往生傳	宋 戒珠敘	3
	1983					淨土五會念佛略法事儀讚	唐 法照述	2
	1977					淨土疑辨	明 袾宏撰	1
						淨土資糧全集	明 袾宏校正　莊廣還輯	8
						淨土證心集	清 卍蓮述	3
						淨土旨訣	清 道霑撰	1
						淨土指歸集	明 大佑集	2
	1893					淨心戒觀法	唐 道宣撰	2
						淨心誡觀法發真鈔	宋 允堪述　日本 慧光合	6
						淨信深堂初集		1
	0310-s40					淨信童女會	唐 菩提流志譯	1
						淨業痛策	清 照瑩集	1
	1494	1088	(篤)	1089	(篤)	佛說淨業障經	失譯	1
						淨業知津	清 悟開述	1
	0755	0937	(夙)	0938	(夙)	佛說淨意優婆塞所問經	宋 施護譯	1
						徑石滴乳集	清 真在編　機雲重續	5
						徑中徑又徑	清 張師誠著	4
	1611	1229	(性)	1230	(性)	究竟一乘寶性論	後魏 勒那摩提譯	4
						究心錄		1
	0150B	0759	(當)	0760	(當)	九橫經	後漢 安世高譯	1
	0933					九品往生阿彌陀三摩地集陀羅尼經	唐 不空譯	1
	0181a					九色鹿經	吳 支謙譯	1
	0181b	0213	(潔)	0214	(潔)	佛說九色鹿經	吳 支謙譯	1
	0715	0896	(臨)	0897	(臨)	佛說舊城喻經	宋 法賢譯	1
	0206	1351	(聚)	1352	(聚)	舊雜譬喻經	吳 康僧會譯	2
	1313	0978	(斯)	0979	(斯)	佛說救拔焰口餓鬼陀羅尼經	唐 不空譯	1
	1108B					救度佛母二十一種禮讚經		1
	1108A-h1					救度佛母贊		1
						救護生命經		1
	1314	0534	(念)	0535	(念)	佛說救面然餓鬼陀羅尼神咒經	唐 實叉難陀譯	1
						居士分燈錄	明 朱時恩輯	2
						居士傳	清 彭際清述	56
	0543	0988	(斯)	0989	(斯)	佛說巨力長者所問大乘經	宋 智吉祥等譯	3
	1208					俱力迦羅龍王儀軌	唐 金剛智譯	1
	1206					佛說俱利伽羅大龍勝外道伏陀羅尼經		1
						俱舍論法宗原	唐 普光撰	1
	1821					俱舍論記	唐 普光述	30
	1823-j30					俱舍論頌疏	失名者補作	1
						俱舍論頌疏記	唐 遁麟述	29
	1823					俱舍論頌疏論本	唐 圓暉述	30
						俱舍論頌疏序記	唐 法盈修	1
						俱舍論頌疏義鈔	唐 慧暉述	6
	1561					俱舍論實義疏	尊者安惠造	5
						俱舍論疏	唐 神泰述	7
	1822					俱舍論疏	唐 法寶撰	30
	1385	0878	(臨)	0879	(臨)	佛說俱枳羅陀羅尼經	宋 法賢譯	1
	0325	0033	(衣)	0033	(衣)	佛說決定毘尼經	西晉 燉煌三藏譯	1
	0762	0922	(薄)	0923	(薄)	佛說決定義經	宋 法賢譯	1
	1584	1228	(性)	1229	(性)	決定藏論	梁 真諦譯	3
	0811	0237	(男)	0238	(男)	佛說決定總持經	西晉 竺法護譯	1
						覺浪禪師語錄		1
						絕岸可湘禪師語錄	(嗣法門人) 妙恩．正從．自永．守靜．慈證．宗永 等編	1
						絕餘編		1
						開福道寧禪師語錄	(嗣法小師) 善果 集	2
	0260					佛說開覺自性般若波羅蜜多經	宋 惟淨等譯	4
						開蒙偶談		1
						開目鉢	日本 身延山沙門目蓮撰	2
	2169					開元寺求得經疏記等目錄	日本 圓珍撰	1
						開元釋教廣品曆章		30
	2154	1477	(車駕肥)	1538	(感武丁)	開元釋教錄	唐 智昇撰	20
	2155	1478	(輕)	1539	(俊)	開元釋教錄略出	唐 智昇撰	4
						慨古錄	明 圓澄著	1
						看命一掌金	唐 一行著	1
						新修科分六學僧傳	元 曇噩述	30
	1927	1573	(起)	1552	(寔)	十不二門	唐 湛然述	1
					(馳)	科香華運想偈	宋 知禮集	1
	0983B					孔雀經真言等梵本		1
	0984	0303	(過)	0304	(過)	孔雀王咒經	梁 僧伽婆羅譯	2
	0806					佛說枯樹經		1
						枯崖漫錄	宋 圓悟錄	3
	0053	0573	(緣)	0574	(緣)	苦陰經	失譯	1
	0055	0574	(緣)	0575	(緣)	苦陰因事經	西晉 法炬譯	1
	0068	0589	(善)	0590	(善)	賴吒和羅經	吳 支謙譯	1
	0170	0513	(維)	0514	(維)	德光太子經	西晉 竺法護譯	1
						蘭盆獻供儀	宋 元照重集	1
						懶石禪師語錄		1
	0561	0220	(潔)	0221	(潔)	佛說老母經	失譯	1
	0560	0221	(潔)	0222	(潔)	佛說老母女六英經	劉宋 求那跋陀羅譯	1
	0559	0219	(潔)	0220	(潔)	佛說老女人經	吳 支謙譯	1
	2139					老子化胡經		2
	1969A					樂邦文類	宋 宗曉編	5
	1969B					樂邦遺稿	宋 宗曉編	2
	0056	0561	(緣)	0562	(緣)	樂想經	西晉 竺法護譯	1
	0566	0210	(潔)	0211	(潔)	樂瓔珞莊嚴方便品經	姚秦 曇摩耶舍譯	1
	0670	0170	(惟)	0171	(惟)	楞伽阿跋多羅寶經	劉宋 求那跋陀羅譯	4
						楞伽阿跋多羅寶經會譯	明 員珂會譯	4
	1789	1605	(主)	1617	(務)	楞伽阿跋多羅寶經註解	明 宗[江-工+防]．如[王*巳]同註	4
						楞伽補遺	明 德清撰	1
						楞伽經參訂疏	明 廣莫參訂	8
						楞伽經合轍	明 通潤述	8
						楞伽經集註	宋 正受集記	4
						楞伽經精解評林	明 焦竑纂	1
						楞伽經疏		1
						楞伽經通義	宋 善月述	6
	1588	1231	(靜)	1232	(靜)	唯識論	天親菩薩造　後魏 瞿曇般若流支譯	1
						楞伽經心印	清 函[曰/正]疏	8
						楞伽經玄義	明 智旭撰述	1
						楞伽經義疏	明 智旭疏義	9
						楞伽經宗通	明 曾鳳儀宗通	8
						楞伽經纂	宋 楊彥國纂	4
						楞伽經註	唐 智嚴註	2
						楞嚴法喜禪師語錄		1
						楞嚴經寶鏡疏	清 溥畹述	10
						楞嚴經寶鏡疏科文	清 溥畹撰	1
						楞嚴經寶鏡疏懸談	清 溥畹述	1
						楞嚴經觀心定解	清 靈耀述	10
						楞嚴經觀心定解大綱	清 靈耀述	1
						楞嚴經觀心定解科	清 靈耀述	1
						楞嚴經貫攝	清 劉道開纂述	10
						楞嚴經合論	宋 德洪造論　正受會合	10
						楞嚴經合轍	明 通潤述	10
						楞嚴經會譯		4
						楞嚴經集註	宋 思坦集註	10
						楞嚴經擊節	明 大韶撰	1
						楞嚴經箋	宋 惟愍科可度箋	20
						楞嚴經講錄	明 乘[ㄓ/日]講錄	10
						楞嚴經截流	明 傳如述	2
						楞嚴經精解評林	明 焦竑纂	3
						楞嚴經略疏	明 元賢述	10
						楞嚴經秘錄	明 一松 說、靈述 記	10
						楞嚴經摸象記	明 袾宏述	1
						楞嚴經如說	明 鍾惺撰	10
						楞嚴經勢至圓通章解	清 行策撰	1
						楞嚴經勢至圓通章科解	明 正相解	1
				1655	(其)	楞嚴經勢至圓通章疏鈔	清 續法集	2
				1653	(色-勉)	楞嚴經疏解蒙鈔	明 錢謙益鈔	28
						楞嚴經述旨	明 陸西星述	10
						楞嚴經說約	明 陸西星述	1
						楞嚴經通議	明 德清述	10
						楞嚴經通議略科	明 德清排訂	1
						楞嚴經文句	明 智旭撰述　道昉參訂	10
						楞嚴經問答	清 淨挺著	1
						楞嚴經百問	明 真覺述	1
						楞嚴經序指味疏	清 諦閑述	1
						楞嚴經釋題	宋 宗印述	1
						楞嚴經懸鏡	明 德清述	1
						楞嚴經懸談	明 觀衡撰	1
						楞嚴經玄義	明 傳燈述	4
						楞嚴經玄義	明 智旭撰述　道昉參訂	2
						楞嚴經熏聞記	宋 仁岳述	5
						楞嚴經要解	宋 戒環解	20
						楞嚴經臆說	明 圓澄註	1
		1580	(翦頗牧)	1587	(州禹迹)	首楞嚴經義海	般刺蜜諦譯經　彌伽釋伽譯語　唐 房融筆授　唐 懷迪證譯　宋 子璿集義疏注經並科　宋 曉月標指要義　宋 仁岳集解　宋 咸輝排經入注	30
						楞嚴經義疏釋要鈔	宋 懷遠錄	6
	1799					首楞嚴義疏注經	宋 子璿集	10
						楞嚴經義疏注經科	宋 子璿述	1
						楞嚴經圓通疏	元 惟則會解　明 傳燈疏	10
						楞嚴經圓通疏前茅	明 傳燈述	2
						楞嚴經宗通	明 曾鳳儀宗通	10
						楞嚴經纂註	明 真界纂註	10
						楞嚴經正見	清 濟時述	10
						楞嚴經正脈		12
				1631	(黍-熟)	楞嚴經正[月*永]疏	明 真鑑述	10
						楞嚴經正[月*永]疏科	明 真鑑作	1
						楞嚴經正[月*永]疏懸示	明 真鑑述	1
						楞嚴經證疏廣解	明 凌弘憲點釋	10
						楞嚴經直解	明 廣莫直解	10
						楞嚴經直指	明 函[曰/正]疏	10
						楞嚴經直指科文		1
						楞嚴經指掌疏	清 通理述	10
						楞嚴經指掌疏事義		1
						楞嚴經指掌疏懸示	清 通理述	1
	0487	0516	(維)	0517	(維)	離垢慧菩薩所問禮佛法經	唐 那提譯	1
	0338	0038	(衣)	0038	(衣)	佛說離垢施女經	西晉 竺法護譯	1
	0047	0559	(緣)	0560	(緣)	離睡經	西晉 竺法護譯	1
	0829	0217	(潔)	0218	(潔)	大乘離文字普光明藏經	唐 地婆訶羅譯	1
						禮地藏經改懺		
	1944	1510	(輔)	1580	(馳)	禮法華經儀式	失譯撰集人名	1
						禮佛儀式	清 弘贊編	1
						禮念彌陀道場懺法	元 王子成集	10
						禮舍利塔儀式	清 弘贊編	1
	1839					理門論述記	唐 神泰撰	1
	0261	0998	(馨)	0999	(馨)	大乘理趣六波羅蜜多經	唐 般若譯	10
	1644	1289	(弁)	1290	(弁)	佛說立世阿毘曇論	陳 真諦譯	10
						立正安國論	日本 日蓮撰	1
						立正觀鈔	日本 日蓮撰	1
						歷朝釋氏資鑑	元 熙仲集	12
						釋氏通鑑	宋 本覺編集	12
	2075					曆代法寶記		1
	2034	1496	(營桓)	1509	(伊)	歷代三寶紀	隋 費長房撰	15
	0135	0618	(善)	0619	(善)	佛說力士移山經	西晉 竺法護譯	1
	0647	0404	(信)	0405	(信)	力莊嚴三昧經	隋 那連提耶舍譯	3
						聯燈會要	宋 悟明集	30
						蓮邦詩選	明 廣貴輯	1
						蓮邦消息	清 妙空子述	1
						蓮峰禪師語錄		
	0875					蓮華部心念誦儀軌	失譯	1
	0386	0460	(景)	0461	(景)	蓮華面經	隋 那連提耶舍譯	2
						御製蓮華心輪廻文偈頌		25
	1411	0821	(則)	0822	(則)	佛說蓮華眼陀羅尼經	宋 施護譯	1
						蓮修必讀	清 觀如輯	1
						蓮修起信錄	清 程兆鸞錄存	6
						蓮月禪師語錄		1
	1973	1643	(素)	1606	(野)	廬山蓮宗寶鑑	元 普度編	10
						蓮宗必讀	清 古崑集	1
						俍亭禪師語錄		1
	2094					梁京寺記		1
	2081					兩部大法相承師資付法記	唐 海雲記	2
						兩部金剛名號	唐 義操集	1
	1895					量處輕重儀	唐 道宣緝	2
	1325	0733	(當)	0734	(當)	佛說療痔病經	唐 義淨譯	1
						了菴清欲禪師語錄	(參學) 一志．元皓．可興．文康．祖運．志道．祖杲．得度．文煥．克明．宗成．宗胤．起宗．汝現．元寶．慧朗．景毅．大圓．海壽．祖灊 等編	9
	0708	0276	(良)	0277	(良)	了本生死經	吳 支謙譯	1
						了堂惟一禪師語錄	(門人) 宗義．有端．思齊．思靜．妙淨．無我．文暐．雲澹．思謙．普莊．宗遠．思廉．文度．文朗 等編	4
	0247	0985	(斯)	0986	(斯)	佛說了義般若波羅蜜多經	宋 施護譯	1
						列祖提綱錄	清 行悅集	42
	1985					鎮州臨濟慧照禪師語錄	唐 慧然集	1
						臨濟宗旨	宋 慧洪撰	1
						林間錄	宋 慧洪集	2
						林間錄後集	宋 慧洪集	1
						林泉老人評唱投子青和尚頌古空谷集	宋 義青頌古　元 從倫評唱	6
						林泉老人評唱丹霞淳禪師頌古[虎-儿+丘]堂集	宋 子淳頌古　元 從倫評唱	6
						林我禪師語錄		1
						林野禪師語錄		1
						靈峰蕅益大師宗論		1
						靈機禪師語錄		1
						靈樹禪師雲喦集(附頌古)		1
	2164					靈巖寺和尚請來法門道具等目錄	日本 圓行撰	1
						靈隱文禪師語錄		1
	0577	0521	(維)	0522	(維)	佛說大乘流轉諸有經	唐 義淨譯	1
	0513	0666	(璧)	0667	(璧)	佛說琉璃王經	西晉 竺法護譯	1
						六道集	清 弘贊輯	5
	0725	0815	(則)	0816	(則)	佛說六道伽陀經	宋 法天譯	1
	0152	0139	(萬)	0139	(萬)	六度集經	吳 康僧會譯	8
						六即義	唐 行滿述	1
					(藝)	六離合釋法式		1
	1607	1222	(匪)	1223	(匪)	六門教授習定論	無著本　世親釋　唐 義淨譯	1
	1360	0488	(行)	0489	(行)	六門陀羅尼經	唐 玄奘譯	1
	1361					六門陀羅尼經論	世親菩薩造	1
	1361-t1					六門陀羅尼經論廣釋	唐 智威造	
	1917					六妙法門	隋 智顗說	1
	0491	1329	(既)	1330	(既)	六菩薩亦當誦持經	失譯	1
	1908					大乘六情懺悔	新羅 元曉撰	1
	0726					六趣輪迴經	馬鳴菩薩集　宋 日稱等譯	1
	1575	1299	(星)	1300	(星)	六十頌如理論	龍樹菩薩造　宋 施護譯	1
						新修科分六學僧傳	元 曇噩述	30
	1046	0472	(行)	0473	(行)	六字大陀羅尼咒經	失譯	1
	1180	0326	(能)	0327	(能)	六字神咒經	唐 菩提流志譯	1
	1045a					佛說六字神咒王經	失譯	1
	1045b	0336	(能)	0337	(能)	六字神咒王經	失譯	1
	1044	0335	(能)	0336	(能)	佛說六字咒王經	失譯	1
	2008	1517	(扶)	1547	(寔)	六祖大師法寶壇經	元 宗寶編	1
