!起始函號	!大正藏	!永樂北	!永樂北函	!乾隆	!乾隆函	!經名	!作譯者	!卷數
	0004	0621	(善)	0622	(善)	七佛父母姓字經	失譯	1
	0002	0854	(命)	0855	(命)	七佛經	宋 法天譯	1
	1332	0442	(羊)	0443	(羊)	七佛八菩薩所說大陀羅尼神咒經	失譯	4
	1682	1059	(言)	1060	(言)	七佛讚唄伽他	宋 法天譯	1
	1079					七俱胝獨部法	唐 善無畏譯	1
	1076	0341	(莫)	0342	(莫)	七俱胝佛母所說准提陀羅尼經	唐 不空譯	1
				1659	(祗)	七俱胝佛母所說準提陀羅尼經會釋	清 弘贊會釋	3
	1078					七佛俱胝佛母心大准提陀羅尼法	唐 善無畏譯	1
	1077	0339	(莫)	0340	(莫)	佛說七俱胝佛母心大准提陀羅尼經	唐 地婆訶羅譯	1
	1075	0340	(莫)	0341	(莫)	佛說七俱胝佛母准提大明陀羅尼經	唐 金剛智譯	1
						七俱胝準提陀羅尼念誦儀軌（尾題七俱胝佛母念誦儀軌）	唐 不空譯	1
	0556	0704	(敬)	0705	(敬)	佛說七女經	吳 支謙譯	1
	1091					七星如意輪祕密要經	唐 不空譯	1
	1308					七曜攘災決	唐 金俱吒撰	2
	1309					七曜星辰別行法	唐 一行撰	1
	0027	0552	(緣)	0553	(緣)	七知經	吳 支謙譯	1
						漆園指通		1
						其白禪師語錄		1
						奇然禪師語錄		1
	0949					奇特最勝金輪佛頂念誦儀軌法要		1
						祇園禪師語錄		1
						祇園正儀	宋 道楷撰	1
						啟信雜說	清 周思仁輯	1
						啓真禪師語錄		1
	0024	0545	(積)	0545	(積)	起世經	隋 闍那崛多等譯	10
	0025	0544	(惡)	0546	(惡)	起世因本經	隋 達摩笈多譯	10
	1847					大乘起信論義記別記	唐 法藏撰	1
	1845					大乘起信論別記	新羅 元曉撰	1
						起信論捷要	明 正遠註	2
	1850					大乘起信論裂網疏	明 智旭述	6
						起信論略疏	唐 法藏造疏　明 德清纂要	4
	1849					大乘起信論內義略探記	新羅 太賢作	1
	1844					起信論疏	新羅 元曉撰	2
	1844,1845					起信論疏記	新羅 元曉(疏並別記)	6
						起信論疏記會閱	清 續法輯	11
						起信論同異略集	唐 見登集	2
						起信論續疏	明 通潤述疏	2
						起信論一心二門大意	陳 智愷作	1
						起信論義疏	隋 曇延撰	2
	1843					大乘起信論義疏	隋 慧遠撰	2
						起信論纂註	明 真界纂註	2
						起信論直解	明 德清述	2
						起宗真禪師語錄		
	2681					器朴論	日本 託何述	3
	1213					千臂軍荼利梵字真言		1
	1177B					千[金*本]文殊一百八名讚		1
	0426	0506	(維)	0507	(維)	佛說千佛因緣經	後秦 鳩摩羅什譯	1
	1065					千光眼觀自在菩薩祕密法經	唐 三昧蘇[口*縛]羅譯	1
						千松筆記	明 大韶著	1
	1068					千手觀音造次第法儀軌	唐 善無畏譯	1
	1950	1509	(輔)	1579	(馳)	千手眼大悲心咒行法	宋 知禮集	1
	1064					千手千眼觀世音菩薩大悲心陀羅尼	唐 不空譯	1
	1062A					千手千眼觀世音菩薩大身咒本	唐 金剛智譯	1
	1060	0315	(能)	0316	(能)	千手千眼觀世音菩薩廣大圓滿無礙大悲心陀羅尼經	唐 伽梵達摩譯	1
	1058	0314	(能)	0315	(能)	千手千眼觀世音菩薩姥陀羅尼身經	唐 菩提流志譯	1
	1059					千手千眼觀世音菩薩治病合藥經	唐 伽梵達摩譯	1
						千手千眼觀自在菩薩大身咒經	唐 不空譯	1
						千手千眼觀自在菩薩根本真言釋	唐 不空譯	1
	1061					千手千眼觀自在菩薩廣大圓滿無礙大悲心陀羅尼咒本	唐 金剛智譯	1
						千岩禪師語錄		1
	1057a					千眼千臂觀世音菩薩陀羅尼神咒經	唐 智通譯	2
	1057b	0313	(能)	0314	(能)	千眼千臂觀世音菩薩陀羅尼神咒經	唐 智通譯	2
	1036	0850	(命)	0851	(命)	千轉大明陀羅尼經	宋 施護譯	1
	1035	0324	(能)	0325	(能)	千轉陀羅尼觀世音菩薩咒	唐 智通譯	1
						簽序指明		1
	0178	0265	(良)	0266	(良)	前世三轉經	西晉 法炬譯	1
						黔南會燈錄	清 如純輯	8
						喬松禪師語錄		1
						樵隱悟逸禪師語錄	(侍者) 正定 編	2
	0310-s28					勤受長者會	唐 菩提流志譯	1
	1111					青頸觀自在菩薩心陀羅尼經	唐 不空注	1
	0855					青龍寺軌記		1
	2171					青龍寺求法目錄	日本 圓珍撰	1
	1221					青色大金剛藥叉辟鬼魔法	唐 空[基-土+虫]述	1
						青州百問	元 一辯問、覺答	1
	0899					清淨法身毘盧遮那心地法門成就一切陀羅尼三種悉地		1
	1038	0489	(行)	0490	(行)	清淨觀世音普賢陀羅尼經	唐 智通譯	1
						清淨毘奈耶最上大乘經	宋 西夏三藏智吉祥等譯	3
	1489	1095	(初)	1096	(初)	清淨毘尼方廣經	後秦 鳩摩羅什譯	1
						清淨心經	唐 勿提犀魚譯	1
	0803					佛說清淨心經	宋 施護等譯	1
	2098					古清涼傳	唐 慧祥撰	2
	2099					廣清涼傳	宋 延一編	3
	2100					續清涼傳	宋 張商英述	2
						清珠集	清 治兆輯	1
	1689	1340	(墳)	1341	(墳)	請賓頭盧法	劉宋 慧簡譯	1
						請佛心陀羅尼	失譯	1
	1949	1507	(輔)	1576	(馳)	請觀世音菩薩消伏毒害陀羅尼三昧儀	宋 遵式集	1
	1043	0321	(能)	0322	(能)	請觀世音菩薩消伏毒害陀羅尼咒經	東晉 難提譯	1
	1800	1554	(法)	1510	(伊)	請觀音經疏	隋 智顗說　灌頂記	1
	1801	1555	(呂7)			請觀音經疏闡義鈔	宋 智圓述	4
						瓊樓吟稿節鈔	清 陶善著　弟子節鈔	1
						[橩-木]絕老人天奇直註天童覺和尚頌古	明 本瑞直註　性福編集	2
						[橩-木]絕老人天奇直註雪竇顯和尚頌古	明 本瑞直註、道霖．性福 編集	2
	0049	0564	(緣)	0565	(緣)	求欲經	西晉 法炬譯	1
	0060	0586	(緣)	0587	(緣)	瞿曇彌記果經	劉宋 慧簡譯	1
	1622	1220	(匪)	1221	(匪)	取因假設論	陳那菩薩造　唐 義淨譯	1
						詮源歌	宋太宗趙炅制	1
						權現金色迦那婆底九目天法	唐 菩提留支譯	1
	1862					勸發菩提心集	唐 慧沼撰	3
						勸發菩提心文	唐 裴休述	1
	1673	1432	(隸)	1433	(隸)	勸發諸王要偈	龍樹菩薩撰　宋 僧伽跋摩譯	1
						勸修淨土切要	清 真益願纂述	1
						佛說[去*ㄗ]溫黃神咒經		1
	0215	0758	(當)	0759	(當)	群牛譬經	西晉 法炬譯	1
	1264b	0955	(興)	0956	(興)	佛說穰麌梨童女經	唐 不空譯	1
	0014	0548	(福)	0549	(福)	人本欲生經	後漢 安世高譯	1
	1693					人本欲生經註	東晉 道安撰	1
						人天寶鑑	宋 曇秀輯	1
	2006					人天眼目	宋 智昭集	6
	0009	0895	(臨)	0896	(臨)	人仙經	宋 法賢譯	1
						仁壽慈聖發願文	宋 品夷簡參定注釋	3
	0995	1411	(槁)	1412	(槁)	仁王般若念誦法	唐 不空譯	1
	0996	1398	(杜)	1399	(杜)	仁王般若陀羅尼釋	唐 不空譯	1
	0246	0959	(溫)	0960	(溫)	仁王護國般若波羅蜜多經	唐 不空譯	2
	0994	1427	(鍾)	1428	(鍾)	仁王護國般若波羅蜜多經陀羅尼念誦儀軌	唐 不空譯	1
	0245	0014	(翔)	0014	(翔)	佛說仁王般若波羅蜜經	後秦 鳩摩羅什譯	2
	1706	1559	(韓)			仁王護國般若波羅蜜經疏神寶記	宋 善月述	4
	1705	1558	(韓)	1499	(碑)	仁王護國般若經疏	隋 智顗說　灌頂記	5
						仁王經合疏	隋 智顗說　灌頂記　明 道霈合	3
						仁王經科疏	明 真貴述	5
						仁王經科疏科文	明 真貴述	1
						仁王經科疏懸談	明 真貴述	1
	1707					仁王般若經疏	隋 吉藏撰	6
	1708					仁王經疏	唐 圓測撰	3
	1709					仁王護國般若波羅蜜多經疏	唐 良賁述	7
						仁王經疏	宋 淨源撰集	4
						仁王經疏法衡鈔	唐 遇榮集	6
						仁王念誦儀	唐 不空譯	1
	1160					日光菩薩月光菩薩陀羅尼		1
	0397-p13					日密分	北涼 曇無讖譯	1
	0333	0782	(力)	0783	(力)	佛說大乘日子王所問經	宋 法天譯	1
	0397-p14	0058	(有)	0058	(有)	大乘大方等日藏經	隋 那連提耶舍譯	10
	2680					融通圓門章	日本 融觀述	1
	0234	0013	(翔)	0013	(翔)	佛說濡首菩薩無上清淨分衛經	宋 翔公譯	2
	0372	0971	(似)	0972	(似)	佛說如幻三摩地無量印法門經	宋 施護等譯	3
	0342	0043	(裳)	0043	(裳)	佛說如幻三昧經	西晉 竺法護譯	2
	2002A					如淨和尚語錄	宋 文素編	2
	0301	0093	(壹)	0093	(壹)	大方廣如來不思議境界經	唐 實叉難陀譯	1
	0312	1037	(映)	1038	(映)	佛說如來不思議祕密大乘經	宋 法護譯	20
	0623	0278	(良)	0279	(良)	佛說如來獨證自誓三昧經	西晉 竺法護譯	1
	1334	0362	(罔)	0363	(罔)	如來方便善巧咒經	隋 闍那崛多譯	1
	0821	0438	(染)	0439	(染)	大方廣如來祕密藏經	失譯	2
	0835	0257	(良)	0258	(良)	如來師子吼經	元魏 佛陀扇多譯	1
	0515	0244	(才)	0245	(才)	如來示教勝軍王經	唐 玄奘譯	1
	0291	0088	(邇)	0088	(邇)	佛說如來興顯經	西晉 竺法護譯	4
	2877					如來在金棺囑累清淨莊嚴敬福經		1
	0666	0379	(彼)	0380	(彼)	大方等如來藏經	東晉 佛陀跋陀羅譯	1
	0667					大方廣如來藏經	唐 不空譯	1
	0633	0250	(才)	0251	(才)	佛說如來智印經	失譯	1
	0357	0240	(男)	0241	(男)	如來莊嚴智慧光明入一切佛境界經	元魏 曇摩流支譯	2
	1633	1244	(逸)	1245	(逸)	如實論	陳真 諦譯	1
	1404	0830	(則)	0831	(則)	佛說如意寶總持王經	宋 施護譯	1
	0961					如意寶珠轉輪祕密現身成佛金輪咒王經	唐 不空譯	1
	1090	1429	(鍾)	1430	(鍾)	佛說如意輪蓮華心如來修行觀門儀	宋 慈賢譯	1
	1088					如意輪菩薩觀門義注祕訣		1
	1080	0319	(能)	0320	(能)	如意輪陀羅尼經	唐 菩提流志譯	1
	1403	0823	(則)	0824	(則)	佛說如意摩尼陀羅尼經	宋 施護譯	1
					(其)	如意心咒經疏	失撰人名	2
						佛說如意[虎-儿+丘]空藏菩薩陀羅尼經	唐 菩提留支譯	1
	0809	0229	(潔)	0230	(潔)	佛說乳光佛經	西晉 竺法護譯	1
	1554	1283	(笙)	1284	(笙)	入阿毘達磨論	塞建陀羅造　唐 玄奘譯	2
	1634	1236	(靜)	1237	(靜)	入大乘論	堅意菩薩造　北涼 道泰等譯	2
	1864					大乘入道次第	唐 智周撰	1
	0646	0127	(被)	0127	(被)	入定不定印經	唐 義淨譯	1
						入對法論集勝義疏	彌多羅造　唐 玄奘譯	3
	0355	0047	(裳)	0047	(裳)	入法界體性經	隋 闍那崛多譯	1
	0671	0171	(鞠)	0172	(鞠)	入楞伽經	元魏 菩提流支譯	10
	0672	0172	(養)	0173	(養)	大乘入楞伽經	唐 實叉難陀譯	7
	1790					入楞伽心玄義	唐 法藏撰	1
	1791					注大乘入楞伽經	宋 寶臣述	10
	0304	0089	(壹)	0089	(壹)	大方廣入如來智德不思議經	唐 實叉難陀譯	1
	2165					日本國承和五年入唐求法目錄	日本 圓仁撰	1
	2172					日本比丘圓珍入唐求法目錄	日本 圓珍撰	1
	2167					入唐新求聖教目錄	日本 圓仁撰	1
	0654	0936	(夙)	0937	(夙)	佛說入無分別法門經	宋 施護譯	1
						入眾日用	宋 宗壽集	1
						入眾須知		1
	0359	1007	(之)	1008	(之)	佛說大乘入諸佛境界智光明莊嚴經	宋 法護等譯	5
	0897					蕤呬耶經	唐 不空譯	3
						瑞白禪師語錄		
						瑞應瀛山語錄		
						潤光澤禪師澡雪集		1
	0030	0864	(臨)	0865	(臨)	薩[金*本]多酥哩踰捺野經	宋 法賢譯	1
	0520	0412	(信)	0413	(信)	佛說薩羅國經	失譯	1
	1441	1126	(下)	1127	(下)	薩婆多部毘尼摩得勒伽	劉宋 僧伽跋摩譯	10
	1440	1129	(夫)	1130	(夫)	薩婆多毘尼毘婆沙	失譯	9
	1556					薩婆多宗五事論	唐 法成譯	1
	0265	0132	(草)	0132	(草)	薩曇分陀利經	失譯	1
						三巴掌禪師語錄	明 性養、性亮同編	1
	2084					三寶感應要略錄	宋 非濁集	3
						三寶贊注	明孝皇帝禦制　宋 呂夷簡等參定注釋	1
	1506	1263	(畫)	1264	(畫)	三法度論	東晉 僧伽提婆譯	3
						三峰禪師語錄		
						三峰元禪師語錄		
						三根坐禪說	日本 總持寺瑩山撰	1
	0072	0600	(善)	0601	(善)	三歸五戒慈心厭離功德經	失譯	1
						三觀義	隋 智顗撰	2
	2039-s2					三國遺事	朝鮮 一然撰	5
	2039-s1					三國遺事年表	朝鮮 一然撰	1
	0768	1337	(墳)	1338	(墳)	三慧經	失譯	1
	1493	1084	(定)	1085	(定)	大乘三聚懺悔經	隋 闍那崛多共笈多等譯	1
						三教出興頌註	宋 宗曉注	1
	2117	1635	(黜)			三教平心論	元 劉謐撰	2
	0446a-h1	0400-h1	(長)		(長)	三劫三千佛緣起	劉宋 畺良耶舍譯	1
	0311	0021	(乃)	0021	(乃)	大方廣三戒經	北涼 曇無讖譯	3
						三經解		
	1534	1188	(節)	1189	(節)	三具足經憂波提舍	元魏 毘目智仙譯	1
						三論略章		1
	2306					三論名教抄	日本 珍海撰	15
	1852					三論玄義	隋 吉藏撰	1
	1855					三論遊意義	隋 磧法師撰	1
	2179					三論宗章疏	日本 安遠錄	1
	0310-s01					三律儀會	唐 菩提流志譯	3
	0483	1098	(初)	1099	(初)	三曼陀跋陀羅菩薩經	西晉 聶道真譯	1
	0635	0432	(絲)	0433	(絲)	佛說弘道廣顯三昧經	西晉 竺法護譯	4
						三昧起念般若經	失譯	1
						三昧菩薩經	失譯	1
	1649	1264	(畫)	1265	(畫)	三彌底部論	失譯	3
	1774					三彌勒經疏	新羅 憬興撰	1
	0129	0611	(善)	0612	(善)	佛說三摩竭經	吳 竺律炎譯	1
	0767	0461	(景)	0462	(景)	佛說三品弟子經	吳 支謙譯	1
						三千有門頌略解	明 真覺略解、智旭較	1
						三山禪師語錄		16
	1677	1066	(言)	1067	(言)	三身梵讚	宋 法賢譯	1
						三聖詩集		1
	1882					三聖圓融觀門	唐 澄觀述	1
						三時繫念佛事	宋 延壽 述	1
						三時繫念儀範	宋 延壽 述	1
						三十七尊禮懺文	失譯	1
						三十五佛名	失譯	1
	0326	0973	(斯)	0974	(斯)	佛說三十五佛名禮懺文	唐 不空譯	1
	1617	1211	(沛)	1212	(沛)	三無性論	陳 真諦譯	2
						三宜禪師語錄		1
						三衣顯正圖	宋 妙生述	1
						三支比量義鈔	唐 玄奘立　宋 延壽造　明 明昱鈔	1
	0905					三種悉地破地獄轉業障出三界祕密陀羅尼法	唐 善無畏譯	1
	0110	0653	(慶)	0654	(慶)	佛說三轉法輪經	唐 義淨譯	1
						僧寶正續傳	宋 祖琇撰	7
						僧伽吒法義經	宋 金總持等譯	7
	0423	0444	(羊)	0445	(羊)	僧伽吒經	元魏 月婆首那譯	4
	0194	1344	(典)	1345	(典)	僧伽羅剎所集經	符秦 僧伽跋澄等譯	3
	2126					大宋僧史略	宋 贊寧撰	3
	0617	1365	(英)	1366	(英)	思惟略要法	姚秦 鳩摩羅什譯	1
	0586	0185	(傷)	0186	(傷)	思益梵天所問經	姚秦 鳩摩羅什譯	4
						思益梵天所問經簡註	明 圓澄註	4
						死心悟新禪師語錄		1
	2093					寺塔記	唐 段成式撰	1
	1505	1373	(英)	1374	(英)	四阿鋡暮抄解	婆素跋陀造　符秦 鳩摩羅佛提等譯	2
	0769	0462	(景)	0463	(景)	佛說四輩經	西晉 竺法護譯	1
	0770	0387	(短)	0388	(短)	佛說四不可得經	西晉 竺法護譯	1
	0032	0593	(善)	0594	(善)	四諦經	後漢 安世高譯	1
	1647	1253	(逸)	1254	(逸)	四諦論	婆藪跋摩造　陳 真諦譯	4
	0772	0261	(良)	0262	(良)	大乘四法經	唐 地婆訶羅譯	1
	0774	0515	(維)	0516	(維)	大乘四法經	唐 實叉難陀譯	1
	1535					大乘四法經釋		1
	1807					四分比丘戒本疏	唐 定賓撰	2
						四分比丘尼鈔	唐 道宣述	6
						四分比丘尼鈔科	宋 允堪述	1
	1434	1123	(卑)	1124	(卑)	四分比丘尼羯磨法	劉宋 求那跋摩譯	1
	1431	1149	(外)	1150	(外)	四分比丘尼戒本	後秦 佛陀耶舍譯	1
						四分比丘尼戒經	姚秦 佛陀耶舍譯	1
	1430	1148-j2	(外)	1149b	(外)	四分僧戒本	後秦 佛陀耶舍譯	1
	1429	1148	(外)	1149a	(外)	四分律比丘戒本	後秦 佛陀耶舍譯	1
						四分戒本如釋	明 弘贊繹	12
						釋四分戒本序	宋 道言述	1
						四分戒本緣起事義	明 廣莫輯錄	1
						四分戒本約義	明 元賢述	4
	1806					四分律比丘含注戒本	唐 道宣述	3
						四分律含注戒本隨講別錄	民國 弘一撰	1
						四分律含注戒本疏	唐 道宣撰	4
						四分律含注戒本疏發揮記	宋 允堪述	3
						釋四分律含注戒本疏科分	宋 元照錄	8
						四分律含注戒本疏行宗記	唐 道宣撰　宋 元照述　日本 即靜分會	21
						四分律開宗記	唐 懷素撰	20
						四分律名義標釋	明 弘贊輯	40
						四分律搜玄錄	唐 志鴻撰述	4
						四分律隨機羯磨疏正源記	宋 允堪述	8
	1808	1114	(存)	1115	(存)	四分律刪補隨機羯磨	唐 道宣集	2
						四分律刪補隨機羯磨疏	唐 道宣集	4
						四分律刪補隨機羯磨疏濟緣記	唐 道宣疏　宋 元照記　日本 禪能合會	22
						釋四分律刪補隨機羯磨疏科分	宋 元照錄	4
	1804					四分律刪繁補闕行事鈔	唐 道宣撰	3
						四分律刪繁補闕行事鈔科	宋 元照錄	
						四分律拾毗尼義鈔	唐 道宣撰	6
						四分律拾毗尼義鈔輔要記	宋 允堪述	6
						四分律拾毗尼義鈔科	宋 元照錄	1
						四分律疏	唐 法礪撰述	20
						四分律疏	唐 智首撰	20
						四分律疏飾宗義記	唐 定賓作	8
						四分律行事鈔簡正記	後唐 景霄纂	17
						四分律行事鈔科	宋 元照錄	12
						四分律行事鈔批	唐 大覺撰	28
	1805					四分律行事鈔資持記	宋 元照撰	3
						四分律行事鈔諸家記標目	宋 慧顯集　日本 戒月改錄	1
						資持記立題拾義	宋 道標出	1
						資持記序解並五例講義	宋 則安述	1
	1428	1111	(業-無)	1112	(業-無)	四分律	姚秦 佛陀耶舍共竺佛念等譯	60
						四分律藏大小持戒犍度略釋	明 智旭釋	1
	1809	1122	(卑)	1123	(卑)	僧羯磨	唐 懷素集	3
						新刪定四分僧戒本	唐 道宣刪定	1
						四分刪定比丘尼戒本	宋 元照重定	1
	1929	1561	(弊)	1511	(伊)	四教義	隋 智顗撰	12
						四教儀備釋	元 元粹述	2
						四教儀集解	宋 從義撰	3
						四教儀集註節義	清 靈耀節	1
						四教儀註彙補輔宏記	清 性權記	21
						大乘四論玄義	唐 均正撰	7
	1937					四明尊者教行錄	宋 宗曉編	7
						四明仁岳異說叢書	宋 繼忠集	7
	1936					四明十義書	宋 知禮撰	2
	0139	0625	(善)	0626	(善)	佛說四泥犁經	東晉 竺曇無蘭譯	1
	1918	1557	(法)	1487	(纓)	四念處	隋 智顗說	4
	0776	0990	(斯)	0991	(斯)	佛說四品法門經	宋 法賢譯	1
	0771	1409	(槁)	1410	(槁)	四品學法經	劉宋 求那跋陀羅譯	1
	0127	0584	(緣)	0585	(緣)	佛說四人出現世間經	劉宋 求那跋陀羅譯	1
	0784	0673	(璧)	0674	(璧)	四十二章經	後漢 迦葉摩騰共法蘭譯	1
						四十二章經解	明 智旭著	1
				1661	(植)	四十二章經疏鈔	清 續法述	5
	1794					註四十二章經	宋 真宗皇帝註	1
						四十二章經註	宋 守遂註　明 了童補註	1
	0590	0717	(孝)	0718	(孝)	佛說四天王經	宋 智嚴共寶雲譯	1
	0379	0117	(食)	0117	(食)	四童子三昧經	隋 闍那崛多譯	3
	0136	0619	(善)	0620	(善)	佛說四未曾有法經	西晉 竺法護譯	1
	0775	0868	(臨)	0869	(臨)	佛說四無所畏經	宋 施護譯	1
	0735	0694	(敬)	0695	(敬)	佛說四願經	吳 支謙譯	1
	0736	0740	(當)	0741	(當)	佛說四自侵經	西晉 竺法護譯	1
						松源崇嶽禪師語錄	(參學) 善開．光睦．普巖．師肇．道巖．了能 等錄	2
						嵩山禪師後錄		
						嵩山禪師語錄		
						頌古合響		
						頌古鈎距		
	0895a	0526	(賢)	0527	(賢)	蘇婆呼童子請問經	唐 輸波迦羅譯	3
	0895b					蘇婆呼童子請問經	唐 輸波迦羅譯	2
	0894a	1417	(鍾)	1418	(鍾)	蘇悉地羯羅供養法	唐 善無畏譯	3
	0894b					蘇悉地羯羅供養法	唐 善無畏譯	2
	0893a					蘇悉地羯羅經	唐 輸波迦羅譯	3
	0893b	0528	(克)	0529	(克)	蘇悉地羯羅經	唐 輸波迦羅譯	3
	0893c					蘇悉地羯羅經	唐 輸波迦羅譯	3
	1382	0908	(深)	0909	(深)	佛說宿命智陀羅尼	宋 法賢譯	1
	1383	0883	(臨)	0884	(臨)	佛說宿命智陀羅尼經	宋 法賢譯	1
	1304					宿曜儀軌	唐 一行撰	1
	1277	1388	(杜)	1389	(杜)	速疾立驗魔醯首羅天說阿尾奢法	唐 不空譯	1
	1154	0492	(行)	0493	(行)	佛說隨求即得大自在陀羅尼神咒經	唐 寶思惟譯	1
	1641	1272	(筵)	1273	(筵)	隨相論	德慧法師造　陳 真諦譯	1
	0505					佛說隨勇尊者經	宋 施護等譯	1
						隨緣集	清 靈耀著	4
						隨願往生集	遼 非濁集	20
						隨自意三昧	隋 慧思撰	1
	0652	1006	(之)	1007	(之)	佛說大乘隨轉宣說諸法經	宋 紹德等譯	3
	2147	1600	(尹)	1512	(尹)	眾經目錄	隋 彥琮撰	5
	0582	0755	(當)	0756	(當)	佛說孫多耶致經	吳 支謙譯	1
	0737	0707	(敬)	0708	(敬)	所欲致患經	西晉 竺法護譯	1
	0501	0743	(當)	0744	(當)	佛說沙曷比丘功德經	西晉 法炬譯	1
						沙門日用	清 弘贊編	2
						沙彌律儀毗尼日用合參	清 戒顯訂閱　濟岳彙箋	3
						沙彌律儀要略	明 祩宏輯	2
						沙彌律儀要略述義	清 書玉科釋	2
						沙彌律儀要略增註	清 弘贊註	2
	0750	0634	(慶)	0635	(慶)	沙彌羅經	失譯	1
	1474	1145	(隨)	1146	(隨)	沙彌尼戒經	失譯	1
	1475	1158	(受)	1159	(受)	沙彌尼離戒文	失譯	1
						沙彌尼律儀要略	清 讀體輯集	1
	1471	1139	(婦)	1140	(婦)	沙彌十戒法并威儀	失譯	1
						沙彌十戒威儀錄要	明 智旭重輯	1
	1473	0802	(則)	0803	(則)	佛說沙彌十戒儀則經	宋 施護譯	1
	1472	1157	(受)	1158	(受)	沙彌威儀	宋 求那跋摩譯	1
						沙彌學戒儀軌頌註	清 弘贊述並註	1
						山庵雜錄	明 無溫錄	2
				1649	(理)	山茨際禪師語錄	達尊．達謙等編次	4
						山鐸禪師語錄		
						山暉禪師語錄		
						山家義苑	宋 可觀述智增證	2
						山家緒餘集	宋 善月述	3
						刪定止觀	唐 梁肅述	3
	0175a					睒子經	西晉 聖堅譯	1
	0175b					佛說睒子經	乞伏秦 聖堅譯	1
	0175c	0212	(潔)	0213	(潔)	佛說睒子經	姚秦 聖堅譯	1
	0310-s26					善臂菩薩經	姚秦 鳩摩羅什譯	2
	0310-s35					善德天子會	唐 菩提流志譯	1
	2881					善惡因果經		1
	1137	0364	(罔)	0365	(罔)	佛說善法方便陀羅尼經	失譯	1
	1495	0270	(良)	0271	(良)	善恭敬經	隋 闍那崛多譯	1
						善慧大士語錄	唐 樓[(匕/示)*頁]錄	4
	0472	0786	(忠)	0787	(忠)	佛說大乘善見變化文殊師利問法經	宋 天息災譯	1
	1462	1119	(禮別)	1120	(禮別)	善見律毘婆沙	蕭齊 僧伽跋陀羅譯	18
	1380	0899	(深)	0900	(深)	佛說善樂長者經	宋 法賢譯	1
						善女人傳	清 彭際清述	2
	0346	0920	(深)	0921	(深)	佛說大方廣善巧方便經	宋 施護譯	4
						善權位禪師語錄		
	0479	0176	(敢)	0177	(敢)	善思童子經	隋 闍那崛多譯	2
	0017	0590	(善)	0591	(善)	善生子經	宋 支法度譯	1
	0310-s27					善順菩薩會	唐 菩提流志譯	1
	2055					玄宗朝翻經三藏善無畏贈鴻臚卿行狀	唐 李華撰	1
	1362	0495	(行)	0496	(行)	佛說善夜經	唐 義淨譯	1
						善一禪師語錄並續錄		
	0341	0044	(裳)	0044	(裳)	聖善住意天子所問經	元魏 毘目智仙共般若流支譯	3
	0310-s36					善住意天子所問經	隋 達磨笈多譯	4
	0591	0514	(維)	0515	(維)	商主天子所問經	隋 闍那崛多譯	1
	2009					少室六門		1
	2126-t1					紹興朝旨改正僧道班文字		
		1596	(百)			紹興重雕大藏音	宋 處觀集	3
	0711	0861	(臨)	0862	(臨)	大乘舍黎娑擔摩經	宋 施護譯	1
						舍利懺法	清 繼僧著	1
	1548	1260	(驚圖寫)	1261	(驚圖寫)	舍利弗阿毘曇論	姚秦 曇摩耶舍共曇摩崛多等譯	30
	1492	1100	(初)	1101	(初)	佛說舍利弗悔過經	後漢 安世高譯	1
	0137	0620	(善)	0621	(善)	舍利弗摩訶目連遊四衢經	後漢 康孟詳譯	1
	1016	0348	(莫)	0349	(莫)	舍利弗陀羅尼經	梁 僧伽婆羅譯	1
	1465	1146	(隨)	1147	(隨)	舍利弗問經	失譯	1
	1301	0641	(慶)	0642	(慶)	舍頭諫太子二十八宿經	西晉 竺法護譯	1
	1899					中天竺舍衛國祇洹寺圖經	唐 道宣撰	2
	0146	0626	(善)	0627	(善)	舍衛國王夢見十事經	失譯	1
	0147					佛說舍衛國王十夢經	失譯	1
	1592	1176b	(隱)	1177b	(隱)	攝大乘論	阿僧伽作　後魏 佛陀扇多譯	2
	1593	1176a	(隱)	1177a	(隱)	攝大乘論	無著菩薩造　陳 真諦譯	3
	1594	1240	(情)	1241	(情)	攝大乘論本	無著菩薩造　唐 玄奘譯	3
	0850					攝大毘盧遮那成佛神變加持經入蓮華胎藏海會悲生曼荼[打-丁+羅]廣大念誦儀軌供養方便會	唐 輸婆迦羅譯	3
	1067					攝無礙大悲心大陀羅尼經計一法中出無量義南方滿願補陀落海會五部諸尊等弘誓力方位及威儀形色執持三摩耶[巾*票]幟曼荼羅儀軌	唐 不空譯	1
	0825	0466	(景)	0467	(景)	佛說甚深大迴向經	失譯	1
	0675	0241	(效)	0242	(效)	深密解脫經	元魏 菩提流支譯	5
	1291					深沙大將儀軌	唐 不空譯	1
	0612	0721	(孝)	0722	(孝)	身觀經	西晉 竺法護譯	1
	0757	0948	(夙)	0949	(夙)	佛說身毛喜豎經	宋 惟淨等譯	3
	0535					佛說申日經	西晉 竺法護譯	1
	0536	0226	(潔)	0227	(潔)	申日兒本經	劉宋 求那跋陀羅譯	1
						神鼎(一揆)禪師語錄		
	2064	1612	(城)	1624	(畝)	神僧傳	明太宗御製	9
						(古今圖書集成)神異典二氏部彙考		2
						(古今圖書集成)神異典釋教部紀事		2
	0689	0256	(良)	0257	(良)	甚希有經	唐 玄奘譯	1
	0154	0664	(璧)	0665	(璧)	生經	西晉 竺法護譯	5
						省菴法師語錄	清 彭際清重訂	2
